Task,Layer,TopK,Metric,Value
code,35,3000,Shared,2889
code,35,5000,Unique,738
code,35,5000,Shared,4262
code,36,50,Unique,12
code,36,50,Shared,38
code,36,100,Unique,16
code,36,100,Shared,84
code,36,500,Unique,33
code,36,500,Shared,467
code,36,1000,Unique,65
code,36,1000,Shared,935
code,36,2000,Unique,72
code,36,2000,Shared,1928
code,36,3000,Unique,73
code,36,3000,Shared,2927
code,36,5000,Unique,869
code,36,5000,Shared,4131
code,37,50,Unique,16
code,37,50,Shared,34
code,37,100,Unique,19
code,37,100,Shared,81
code,37,500,Unique,36
code,37,500,Shared,464
code,37,1000,Unique,60
code,37,1000,Shared,940
code,37,2000,Unique,75
code,37,2000,Shared,1925
code,37,3000,Unique,74
code,37,3000,Shared,2926
code,37,5000,Unique,855
code,37,5000,Shared,4145
code,38,50,Unique,12
code,38,50,Shared,38
code,38,100,Unique,15
code,38,100,Shared,85
code,38,500,Unique,27
code,38,500,Shared,473
code,38,1000,Unique,37
code,38,1000,Shared,963
code,38,2000,Unique,59
code,38,2000,Shared,1941
code,38,3000,Unique,41
code,38,3000,Shared,2959
code,38,5000,Unique,1044
code,38,5000,Shared,3956
code,39,50,Unique,15
code,39,50,Shared,35
code,39,100,Unique,21
code,39,100,Shared,79
code,39,500,Unique,28
code,39,500,Shared,472
code,39,1000,Unique,35
code,39,1000,Shared,965
code,39,2000,Unique,44
code,39,2000,Shared,1956
code,39,3000,Unique,393
code,39,3000,Shared,2607
code,39,5000,Unique,1018
code,39,5000,Shared,3982
code,40,50,Unique,0
code,40,50,Shared,50
code,40,100,Unique,0
code,40,100,Shared,100
code,40,500,Unique,0
code,40,500,Shared,500
code,40,1000,Unique,0
code,40,1000,Shared,1000
code,40,2000,Unique,0
code,40,2000,Shared,2000
code,40,3000,Unique,0
code,40,3000,Shared,3000
code,40,5000,Unique,0
code,40,5000,Shared,5000
code,41,50,Unique,0
code,41,50,Shared,50
code,41,100,Unique,0
code,41,100,Shared,100
code,41,500,Unique,0
code,41,500,Shared,500
code,41,1000,Unique,0
code,41,1000,Shared,1000
code,41,2000,Unique,0
code,41,2000,Shared,2000
code,41,3000,Unique,0
code,41,3000,Shared,3000
code,41,5000,Unique,0
code,41,5000,Shared,5000
math,0,50,Unique,38
math,0,50,Shared,12
math,0,100,Unique,74
math,0,100,Shared,26
math,0,500,Unique,229
math,0,500,Shared,271
math,0,1000,Unique,330
math,0,1000,Shared,670
math,0,2000,Unique,500
math,0,2000,Shared,1500
math,0,3000,Unique,612
math,0,3000,Shared,2388
math,0,5000,Unique,1347
math,0,5000,Shared,3653
math,1,50,Unique,37
math,1,50,Shared,13
math,1,100,Unique,76
math,1,100,Shared,24
math,1,500,Unique,339
math,1,500,Shared,161
math,1,1000,Unique,405
math,1,1000,Shared,595
math,1,2000,Unique,849
math,1,2000,Shared,1151
math,1,3000,Unique,1404
math,1,3000,Shared,1596
math,1,5000,Unique,2321
math,1,5000,Shared,2679
math,2,50,Unique,40
math,2,50,Shared,10
math,2,100,Unique,86
math,2,100,Shared,14
math,2,500,Unique,377
math,2,500,Shared,123
math,2,1000,Unique,365
math,2,1000,Shared,635
math,2,2000,Unique,554
math,2,2000,Shared,1446
math,2,3000,Unique,894
math,2,3000,Shared,2106
math,2,5000,Unique,1767
math,2,5000,Shared,3233
math,3,50,Unique,43
math,3,50,Shared,7
math,3,100,Unique,86
math,3,100,Shared,14
math,3,500,Unique,398
math,3,500,Shared,102
math,3,1000,Unique,709
math,3,1000,Shared,291
math,3,2000,Unique,758
math,3,2000,Shared,1242
math,3,3000,Unique,507
math,3,3000,Shared,2493
math,3,5000,Unique,519
math,3,5000,Shared,4481
math,4,50,Unique,42
math,4,50,Shared,8
math,4,100,Unique,81
math,4,100,Shared,19
math,4,500,Unique,405
math,4,500,Shared,95
math,4,1000,Unique,745
math,4,1000,Shared,255
math,4,2000,Unique,719
math,4,2000,Shared,1281
math,4,3000,Unique,582
math,4,3000,Shared,2418
math,4,5000,Unique,506
math,4,5000,Shared,4494
math,5,50,Unique,37
math,5,50,Shared,13
math,5,100,Unique,80
math,5,100,Shared,20
math,5,500,Unique,360
math,5,500,Shared,140
math,5,1000,Unique,407
math,5,1000,Shared,593
math,5,2000,Unique,433
math,5,2000,Shared,1567
math,5,3000,Unique,503
math,5,3000,Shared,2497
math,5,5000,Unique,612
math,5,5000,Shared,4388
math,6,50,Unique,38
math,6,50,Shared,12
math,6,100,Unique,84
math,6,100,Shared,16
math,6,500,Unique,405
math,6,500,Shared,95
math,6,1000,Unique,505
math,6,1000,Shared,495
math,6,2000,Unique,589
math,6,2000,Shared,1411
math,6,3000,Unique,646
math,6,3000,Shared,2354
math,6,5000,Unique,801
math,6,5000,Shared,4199
math,7,50,Unique,37
math,7,50,Shared,13
math,7,100,Unique,80
math,7,100,Shared,20
math,7,500,Unique,393
math,7,500,Shared,107
math,7,1000,Unique,467
math,7,1000,Shared,533
math,7,2000,Unique,564
math,7,2000,Shared,1436
math,7,3000,Unique,684
math,7,3000,Shared,2316
math,7,5000,Unique,805
math,7,5000,Shared,4195
math,8,50,Unique,37
math,8,50,Shared,13
math,8,100,Unique,82
math,8,100,Shared,18
math,8,500,Unique,361
math,8,500,Shared,139
math,8,1000,Unique,441
math,8,1000,Shared,559
math,8,2000,Unique,610
math,8,2000,Shared,1390
math,8,3000,Unique,731
math,8,3000,Shared,2269
math,8,5000,Unique,916
math,8,5000,Shared,4084
math,9,50,Unique,38
math,9,50,Shared,12
math,9,100,Unique,81
math,9,100,Shared,19
math,9,500,Unique,335
math,9,500,Shared,165
math,9,1000,Unique,448
math,9,1000,Shared,552
math,9,2000,Unique,639
math,9,2000,Shared,1361
math,9,3000,Unique,786
math,9,3000,Shared,2214
math,9,5000,Unique,925
math,9,5000,Shared,4075
math,10,50,Unique,37
math,10,50,Shared,13
math,10,100,Unique,79
math,10,100,Shared,21
math,10,500,Unique,366
math,10,500,Shared,134
math,10,1000,Unique,465
math,10,1000,Shared,535
math,10,2000,Unique,639
math,10,2000,Shared,1361
math,10,3000,Unique,786
math,10,3000,Shared,2214
math,10,5000,Unique,996
math,10,5000,Shared,4004
math,11,50,Unique,40
math,11,50,Shared,10
math,11,100,Unique,83
math,11,100,Shared,17
math,11,500,Unique,339
math,11,500,Shared,161
math,11,1000,Unique,476
math,11,1000,Shared,524
math,11,2000,Unique,685
math,11,2000,Shared,1315
math,11,3000,Unique,849
math,11,3000,Shared,2151
math,11,5000,Unique,1051
math,11,5000,Shared,3949
math,12,50,Unique,39
math,12,50,Shared,11
math,12,100,Unique,88
math,12,100,Shared,12
math,12,500,Unique,344
math,12,500,Shared,156
math,12,1000,Unique,532
math,12,1000,Shared,468
math,12,2000,Unique,746
math,12,2000,Shared,1254
math,12,3000,Unique,928
math,12,3000,Shared,2072
math,12,5000,Unique,1127
math,12,5000,Shared,3873
math,13,50,Unique,39
math,13,50,Shared,11
math,13,100,Unique,85
math,13,100,Shared,15
math,13,500,Unique,350
math,13,500,Shared,150
math,13,1000,Unique,570
math,13,1000,Shared,430
math,13,2000,Unique,838
math,13,2000,Shared,1162
math,13,3000,Unique,1038
math,13,3000,Shared,1962
math,13,5000,Unique,1278
math,13,5000,Shared,3722
math,14,50,Unique,39
math,14,50,Shared,11
math,14,100,Unique,83
math,14,100,Shared,17
math,14,500,Unique,247
math,14,500,Shared,253
math,14,1000,Unique,372
math,14,1000,Shared,628
math,14,2000,Unique,516
math,14,2000,Shared,1484
math,14,3000,Unique,596
math,14,3000,Shared,2404
math,14,5000,Unique,705
math,14,5000,Shared,4295
math,15,50,Unique,40
math,15,50,Shared,10
math,15,100,Unique,82
math,15,100,Shared,18
math,15,500,Unique,308
math,15,500,Shared,192
math,15,1000,Unique,516
math,15,1000,Shared,484
math,15,2000,Unique,748
math,15,2000,Shared,1252
math,15,3000,Unique,908
math,15,3000,Shared,2092
math,15,5000,Unique,1134
math,15,5000,Shared,3866
math,16,50,Unique,42
math,16,50,Shared,8
math,16,100,Unique,72
math,16,100,Shared,28
math,16,500,Unique,209
math,16,500,Shared,291
math,16,1000,Unique,343
math,16,1000,Shared,657
math,16,2000,Unique,521
math,16,2000,Shared,1479
math,16,3000,Unique,631
math,16,3000,Shared,2369
math,16,5000,Unique,859
math,16,5000,Shared,4141
math,17,50,Unique,40
math,17,50,Shared,10
math,17,100,Unique,67
math,17,100,Shared,33
math,17,500,Unique,245
math,17,500,Shared,255
math,17,1000,Unique,363
math,17,1000,Shared,637
math,17,2000,Unique,515
math,17,2000,Shared,1485
math,17,3000,Unique,631
math,17,3000,Shared,2369
math,17,5000,Unique,914
math,17,5000,Shared,4086
math,18,50,Unique,39
math,18,50,Shared,11
math,18,100,Unique,64
math,18,100,Shared,36
math,18,500,Unique,218
math,18,500,Shared,282
math,18,1000,Unique,361
math,18,1000,Shared,639
math,18,2000,Unique,543
math,18,2000,Shared,1457
math,18,3000,Unique,674
math,18,3000,Shared,2326
math,18,5000,Unique,951
math,18,5000,Shared,4049
math,19,50,Unique,36
math,19,50,Shared,14
math,19,100,Unique,76
math,19,100,Shared,24
math,19,500,Unique,321
math,19,500,Shared,179
math,19,1000,Unique,524
math,19,1000,Shared,476
math,19,2000,Unique,869
math,19,2000,Shared,1131
math,19,3000,Unique,1134
math,19,3000,Shared,1866
math,19,5000,Unique,1566
math,19,5000,Shared,3434
math,20,50,Unique,30
math,20,50,Shared,20
math,20,100,Unique,59
math,20,100,Shared,41
math,20,500,Unique,133
math,20,500,Shared,367
math,20,1000,Unique,170
math,20,1000,Shared,830
math,20,2000,Unique,204
math,20,2000,Shared,1796
math,20,3000,Unique,219
math,20,3000,Shared,2781
math,20,5000,Unique,564
math,20,5000,Shared,4436
math,21,50,Unique,29
math,21,50,Shared,21
math,21,100,Unique,61
math,21,100,Shared,39
math,21,500,Unique,169
math,21,500,Shared,331
math,21,1000,Unique,209
math,21,1000,Shared,791
math,21,2000,Unique,296
math,21,2000,Shared,1704
math,21,3000,Unique,371
math,21,3000,Shared,2629
math,21,5000,Unique,845
math,21,5000,Shared,4155
math,22,50,Unique,28
math,22,50,Shared,22
math,22,100,Unique,64
math,22,100,Shared,36
math,22,500,Unique,190
math,22,500,Shared,310
math,22,1000,Unique,221
math,22,1000,Shared,779
math,22,2000,Unique,323
math,22,2000,Shared,1677
math,22,3000,Unique,396
math,22,3000,Shared,2604
math,22,5000,Unique,784
math,22,5000,Shared,4216
math,23,50,Unique,28
math,23,50,Shared,22
math,23,100,Unique,58
math,23,100,Shared,42
math,23,500,Unique,192
math,23,500,Shared,308
math,23,1000,Unique,233
math,23,1000,Shared,767
math,23,2000,Unique,367
math,23,2000,Shared,1633
math,23,3000,Unique,482
math,23,3000,Shared,2518
math,23,5000,Unique,1000
math,23,5000,Shared,4000
math,24,50,Unique,35
math,24,50,Shared,15
math,24,100,Unique,62
math,24,100,Shared,38
math,24,500,Unique,197
math,24,500,Shared,303
math,24,1000,Unique,218
math,24,1000,Shared,782
math,24,2000,Unique,326
math,24,2000,Shared,1674
math,24,3000,Unique,430
math,24,3000,Shared,2570
math,24,5000,Unique,876
math,24,5000,Shared,4124
math,25,50,Unique,31
math,25,50,Shared,19
math,25,100,Unique,61
math,25,100,Shared,39
math,25,500,Unique,126
math,25,500,Shared,374
math,25,1000,Unique,170
math,25,1000,Shared,830
math,25,2000,Unique,247
math,25,2000,Shared,1753
math,25,3000,Unique,298
math,25,3000,Shared,2702
math,25,5000,Unique,713
math,25,5000,Shared,4287
math,26,50,Unique,22
math,26,50,Shared,28
math,26,100,Unique,51
math,26,100,Shared,49
math,26,500,Unique,103
math,26,500,Shared,397
math,26,1000,Unique,149
math,26,1000,Shared,851
math,26,2000,Unique,192
math,26,2000,Shared,1808
math,26,3000,Unique,228
math,26,3000,Shared,2772
math,26,5000,Unique,682
math,26,5000,Shared,4318
math,27,50,Unique,21
math,27,50,Shared,29
math,27,100,Unique,51
math,27,100,Shared,49
math,27,500,Unique,89
math,27,500,Shared,411
math,27,1000,Unique,121
math,27,1000,Shared,879
math,27,2000,Unique,173
math,27,2000,Shared,1827
math,27,3000,Unique,228
math,27,3000,Shared,2772
math,27,5000,Unique,876
math,27,5000,Shared,4124
math,28,50,Unique,23
math,28,50,Shared,27
math,28,100,Unique,51
math,28,100,Shared,49
math,28,500,Unique,97
math,28,500,Shared,403
math,28,1000,Unique,132
math,28,1000,Shared,868
math,28,2000,Unique,188
math,28,2000,Shared,1812
math,28,3000,Unique,222
math,28,3000,Shared,2778
math,28,5000,Unique,558
math,28,5000,Shared,4442
math,29,50,Unique,22
math,29,50,Shared,28
math,29,100,Unique,31
math,29,100,Shared,69
math,29,500,Unique,83
math,29,500,Shared,417
math,29,1000,Unique,110
math,29,1000,Shared,890
math,29,2000,Unique,166
math,29,2000,Shared,1834
math,29,3000,Unique,178
math,29,3000,Shared,2822
math,29,5000,Unique,860
math,29,5000,Shared,4140
math,30,50,Unique,19
math,30,50,Shared,31
math,30,100,Unique,32
math,30,100,Shared,68
math,30,500,Unique,65
math,30,500,Shared,435
math,30,1000,Unique,91
math,30,1000,Shared,909
math,30,2000,Unique,124
math,30,2000,Shared,1876
math,30,3000,Unique,160
math,30,3000,Shared,2840
math,30,5000,Unique,834
math,30,5000,Shared,4166
math,31,50,Unique,19
math,31,50,Shared,31
math,31,100,Unique,37
math,31,100,Shared,63
math,31,500,Unique,59
math,31,500,Shared,441
math,31,1000,Unique,91
math,31,1000,Shared,909
math,31,2000,Unique,136
math,31,2000,Shared,1864
math,31,3000,Unique,145
math,31,3000,Shared,2855
math,31,5000,Unique,681
math,31,5000,Shared,4319
math,32,50,Unique,21
math,32,50,Shared,29
math,32,100,Unique,33
math,32,100,Shared,67
math,32,500,Unique,60
math,32,500,Shared,440
math,32,1000,Unique,84
math,32,1000,Shared,916
math,32,2000,Unique,119
math,32,2000,Shared,1881
math,32,3000,Unique,138
math,32,3000,Shared,2862
math,32,5000,Unique,756
math,32,5000,Shared,4244
math,33,50,Unique,21
math,33,50,Shared,29
math,33,100,Unique,25
math,33,100,Shared,75
math,33,500,Unique,78
math,33,500,Shared,422
math,33,1000,Unique,98
math,33,1000,Shared,902
math,33,2000,Unique,129
math,33,2000,Shared,1871
math,33,3000,Unique,141
math,33,3000,Shared,2859
math,33,5000,Unique,610
math,33,5000,Shared,4390
math,34,50,Unique,18
math,34,50,Shared,32
math,34,100,Unique,26
math,34,100,Shared,74
math,34,500,Unique,65
math,34,500,Shared,435
math,34,1000,Unique,92
math,34,1000,Shared,908
math,34,2000,Unique,102
math,34,2000,Shared,1898
math,34,3000,Unique,119
math,34,3000,Shared,2881
math,34,5000,Unique,645
math,34,5000,Shared,4355
math,35,50,Unique,13
math,35,50,Shared,37
math,35,100,Unique,19
math,35,100,Shared,81
math,35,500,Unique,57
math,35,500,Shared,443
math,35,1000,Unique,78
math,35,1000,Shared,922
math,35,2000,Unique,81
math,35,2000,Shared,1919
math,35,3000,Unique,88
math,35,3000,Shared,2912
math,35,5000,Unique,650
math,35,5000,Shared,4350
math,36,50,Unique,12
math,36,50,Shared,38
math,36,100,Unique,15
math,36,100,Shared,85
math,36,500,Unique,33
math,36,500,Shared,467
math,36,1000,Unique,47
math,36,1000,Shared,953
math,36,2000,Unique,64
math,36,2000,Shared,1936
math,36,3000,Unique,66
math,36,3000,Shared,2934
math,36,5000,Unique,818
math,36,5000,Shared,4182
math,37,50,Unique,15
math,37,50,Shared,35
math,37,100,Unique,18
math,37,100,Shared,82
math,37,500,Unique,37
math,37,500,Shared,463
math,37,1000,Unique,56
math,37,1000,Shared,944
math,37,2000,Unique,72
math,37,2000,Shared,1928
math,37,3000,Unique,68
math,37,3000,Shared,2932
math,37,5000,Unique,768
math,37,5000,Shared,4232
math,38,50,Unique,11
math,38,50,Shared,39
math,38,100,Unique,9
math,38,100,Shared,91
math,38,500,Unique,23
math,38,500,Shared,477
math,38,1000,Unique,24
math,38,1000,Shared,976
math,38,2000,Unique,37
math,38,2000,Shared,1963
math,38,3000,Unique,35
math,38,3000,Shared,2965
math,38,5000,Unique,681
math,38,5000,Shared,4319
math,39,50,Unique,13
math,39,50,Shared,37
math,39,100,Unique,13
math,39,100,Shared,87
math,39,500,Unique,20
math,39,500,Shared,480
math,39,1000,Unique,25
math,39,1000,Shared,975
math,39,2000,Unique,35
math,39,2000,Shared,1965
math,39,3000,Unique,358
math,39,3000,Shared,2642
math,39,5000,Unique,630
math,39,5000,Shared,4370
math,40,50,Unique,0
math,40,50,Shared,50
math,40,100,Unique,0
math,40,100,Shared,100
math,40,500,Unique,0
math,40,500,Shared,500
math,40,1000,Unique,0
math,40,1000,Shared,1000
math,40,2000,Unique,0
math,40,2000,Shared,2000
math,40,3000,Unique,0
math,40,3000,Shared,3000
math,40,5000,Unique,0
math,40,5000,Shared,5000
math,41,50,Unique,0
math,41,50,Shared,50
math,41,100,Unique,0
math,41,100,Shared,100
math,41,500,Unique,0
math,41,500,Shared,500
math,41,1000,Unique,0
math,41,1000,Shared,1000
math,41,2000,Unique,0
math,41,2000,Shared,2000
math,41,3000,Unique,0
math,41,3000,Shared,3000
math,41,5000,Unique,0
math,41,5000,Shared,5000
sql,0,50,Unique,0
sql,0,50,Shared,50
sql,0,100,Unique,2
sql,0,100,Shared,98
sql,0,500,Unique,6
sql,0,500,Shared,494
sql,0,1000,Unique,8
sql,0,1000,Shared,992
sql,0,2000,Unique,11
sql,0,2000,Shared,1989
sql,0,3000,Unique,133
sql,0,3000,Shared,2867
sql,0,5000,Unique,1394
sql,0,5000,Shared,3606
sql,1,50,Unique,3
sql,1,50,Shared,47
sql,1,100,Unique,1
sql,1,100,Shared,99
sql,1,500,Unique,13
sql,1,500,Shared,487
sql,1,1000,Unique,289
sql,1,1000,Shared,711
sql,1,2000,Unique,785
sql,1,2000,Shared,1215
sql,1,3000,Unique,1341
sql,1,3000,Shared,1659
sql,1,5000,Unique,2442
sql,1,5000,Shared,2558
sql,2,50,Unique,1
sql,2,50,Shared,49
sql,2,100,Unique,1
sql,2,100,Shared,99
sql,2,500,Unique,11
sql,2,500,Shared,489
sql,2,1000,Unique,138
sql,2,1000,Shared,862
sql,2,2000,Unique,420
sql,2,2000,Shared,1580
sql,2,3000,Unique,749
sql,2,3000,Shared,2251
sql,2,5000,Unique,1883
sql,2,5000,Shared,3117
sql,3,50,Unique,0
sql,3,50,Shared,50
sql,3,100,Unique,3
sql,3,100,Shared,97
sql,3,500,Unique,10
sql,3,500,Shared,490
sql,3,1000,Unique,20
sql,3,1000,Shared,980
sql,3,2000,Unique,101
sql,3,2000,Shared,1899
sql,3,3000,Unique,187
sql,3,3000,Shared,2813
sql,3,5000,Unique,342
sql,3,5000,Shared,4658
sql,4,50,Unique,1
sql,4,50,Shared,49
sql,4,100,Unique,2
sql,4,100,Shared,98
sql,4,500,Unique,14
sql,4,500,Shared,486
sql,4,1000,Unique,15
sql,4,1000,Shared,985
sql,4,2000,Unique,159
sql,4,2000,Shared,1841
sql,4,3000,Unique,239
sql,4,3000,Shared,2761
sql,4,5000,Unique,354
sql,4,5000,Shared,4646
sql,5,50,Unique,2
sql,5,50,Shared,48
sql,5,100,Unique,4
sql,5,100,Shared,96
sql,5,500,Unique,42
sql,5,500,Shared,458
sql,5,1000,Unique,118
sql,5,1000,Shared,882
sql,5,2000,Unique,215
sql,5,2000,Shared,1785
sql,5,3000,Unique,292
sql,5,3000,Shared,2708
sql,5,5000,Unique,435
sql,5,5000,Shared,4565
sql,6,50,Unique,0
sql,6,50,Shared,50
sql,6,100,Unique,3
sql,6,100,Shared,97
sql,6,500,Unique,31
sql,6,500,Shared,469
sql,6,1000,Unique,138
sql,6,1000,Shared,862
sql,6,2000,Unique,290
sql,6,2000,Shared,1710
sql,6,3000,Unique,399
sql,6,3000,Shared,2601
sql,6,5000,Unique,564
sql,6,5000,Shared,4436
sql,7,50,Unique,3
sql,7,50,Shared,47
sql,7,100,Unique,3
sql,7,100,Shared,97
sql,7,500,Unique,42
sql,7,500,Shared,458
sql,7,1000,Unique,155
sql,7,1000,Shared,845
sql,7,2000,Unique,319
sql,7,2000,Shared,1681
sql,7,3000,Unique,416
sql,7,3000,Shared,2584
sql,7,5000,Unique,584
sql,7,5000,Shared,4416
sql,8,50,Unique,1
sql,8,50,Shared,49
sql,8,100,Unique,2
sql,8,100,Shared,98
sql,8,500,Unique,55
sql,8,500,Shared,445
sql,8,1000,Unique,175
sql,8,1000,Shared,825
sql,8,2000,Unique,336
sql,8,2000,Shared,1664
sql,8,3000,Unique,458
sql,8,3000,Shared,2542
sql,8,5000,Unique,665
sql,8,5000,Shared,4335
sql,9,50,Unique,1
sql,9,50,Shared,49
sql,9,100,Unique,2
sql,9,100,Shared,98
sql,9,500,Unique,90
sql,9,500,Shared,410
sql,9,1000,Unique,203
sql,9,1000,Shared,797
sql,9,2000,Unique,377
sql,9,2000,Shared,1623
sql,9,3000,Unique,530
sql,9,3000,Shared,2470
sql,9,5000,Unique,688
sql,9,5000,Shared,4312
sql,10,50,Unique,3
sql,10,50,Shared,47
sql,10,100,Unique,5
sql,10,100,Shared,95
sql,10,500,Unique,67
sql,10,500,Shared,433
sql,10,1000,Unique,213
sql,10,1000,Shared,787
sql,10,2000,Unique,368
sql,10,2000,Shared,1632
sql,10,3000,Unique,497
sql,10,3000,Shared,2503
sql,10,5000,Unique,744
sql,10,5000,Shared,4256
sql,11,50,Unique,2
sql,11,50,Shared,48
sql,11,100,Unique,7
sql,11,100,Shared,93
sql,11,500,Unique,95
sql,11,500,Shared,405
sql,11,1000,Unique,249
sql,11,1000,Shared,751
sql,11,2000,Unique,443
sql,11,2000,Shared,1557
sql,11,3000,Unique,586
sql,11,3000,Shared,2414
sql,11,5000,Unique,808
sql,11,5000,Shared,4192
sql,12,50,Unique,2
sql,12,50,Shared,48
sql,12,100,Unique,4
sql,12,100,Shared,96
sql,12,500,Unique,110
sql,12,500,Shared,390
sql,12,1000,Unique,258
sql,12,1000,Shared,742
sql,12,2000,Unique,448
sql,12,2000,Shared,1552
sql,12,3000,Unique,625
sql,12,3000,Shared,2375
sql,12,5000,Unique,858
sql,12,5000,Shared,4142
sql,13,50,Unique,4
sql,13,50,Shared,46
sql,13,100,Unique,3
sql,13,100,Shared,97
sql,13,500,Unique,119
sql,13,500,Shared,381
sql,13,1000,Unique,268
sql,13,1000,Shared,732
sql,13,2000,Unique,497
sql,13,2000,Shared,1503
sql,13,3000,Unique,683
sql,13,3000,Shared,2317
sql,13,5000,Unique,1014
sql,13,5000,Shared,3986
sql,14,50,Unique,2
sql,14,50,Shared,48
sql,14,100,Unique,10
sql,14,100,Shared,90
sql,14,500,Unique,108
sql,14,500,Shared,392
sql,14,1000,Unique,177
sql,14,1000,Shared,823
sql,14,2000,Unique,275
sql,14,2000,Shared,1725
sql,14,3000,Unique,347
sql,14,3000,Shared,2653
sql,14,5000,Unique,436
sql,14,5000,Shared,4564
sql,15,50,Unique,3
sql,15,50,Shared,47
sql,15,100,Unique,9
sql,15,100,Shared,91
sql,15,500,Unique,126
sql,15,500,Shared,374
sql,15,1000,Unique,237
sql,15,1000,Shared,763
sql,15,2000,Unique,399
sql,15,2000,Shared,1601
sql,15,3000,Unique,541
sql,15,3000,Shared,2459
sql,15,5000,Unique,735
sql,15,5000,Shared,4265
sql,16,50,Unique,2
sql,16,50,Shared,48
sql,16,100,Unique,11
sql,16,100,Shared,89
sql,16,500,Unique,104
sql,16,500,Shared,396
sql,16,1000,Unique,166
sql,16,1000,Shared,834
sql,16,2000,Unique,260
sql,16,2000,Shared,1740
sql,16,3000,Unique,338
sql,16,3000,Shared,2662
sql,16,5000,Unique,526
sql,16,5000,Shared,4474
sql,17,50,Unique,3
sql,17,50,Shared,47
sql,17,100,Unique,15
sql,17,100,Shared,85
sql,17,500,Unique,114
sql,17,500,Shared,386
sql,17,1000,Unique,187
sql,17,1000,Shared,813
sql,17,2000,Unique,294
sql,17,2000,Shared,1706
sql,17,3000,Unique,387
sql,17,3000,Shared,2613
sql,17,5000,Unique,595
sql,17,5000,Shared,4405
sql,18,50,Unique,3
sql,18,50,Shared,47
sql,18,100,Unique,16
sql,18,100,Shared,84
sql,18,500,Unique,105
sql,18,500,Shared,395
sql,18,1000,Unique,189
sql,18,1000,Shared,811
sql,18,2000,Unique,280
sql,18,2000,Shared,1720
sql,18,3000,Unique,391
sql,18,3000,Shared,2609
sql,18,5000,Unique,592
sql,18,5000,Shared,4408
sql,19,50,Unique,4
sql,19,50,Shared,46
sql,19,100,Unique,11
sql,19,100,Shared,89
sql,19,500,Unique,145
sql,19,500,Shared,355
sql,19,1000,Unique,279
sql,19,1000,Shared,721
sql,19,2000,Unique,502
sql,19,2000,Shared,1498
sql,19,3000,Unique,668
sql,19,3000,Shared,2332
sql,19,5000,Unique,1115
sql,19,5000,Shared,3885
sql,20,50,Unique,1
sql,20,50,Shared,49
sql,20,100,Unique,6
sql,20,100,Shared,94
sql,20,500,Unique,62
sql,20,500,Shared,438
sql,20,1000,Unique,93
sql,20,1000,Shared,907
sql,20,2000,Unique,148
sql,20,2000,Shared,1852
sql,20,3000,Unique,178
sql,20,3000,Shared,2822
sql,20,5000,Unique,608
sql,20,5000,Shared,4392
sql,21,50,Unique,2
sql,21,50,Shared,48
sql,21,100,Unique,5
sql,21,100,Shared,95
sql,21,500,Unique,63
sql,21,500,Shared,437
sql,21,1000,Unique,141
sql,21,1000,Shared,859
sql,21,2000,Unique,221
sql,21,2000,Shared,1779
sql,21,3000,Unique,345
sql,21,3000,Shared,2655
sql,21,5000,Unique,1019
sql,21,5000,Shared,3981
sql,22,50,Unique,2
sql,22,50,Shared,48
sql,22,100,Unique,3
sql,22,100,Shared,97
sql,22,500,Unique,60
sql,22,500,Shared,440
sql,22,1000,Unique,141
sql,22,1000,Shared,859
sql,22,2000,Unique,248
sql,22,2000,Shared,1752
sql,22,3000,Unique,343
sql,22,3000,Shared,2657
sql,22,5000,Unique,840
sql,22,5000,Shared,4160
sql,23,50,Unique,2
sql,23,50,Shared,48
sql,23,100,Unique,5
sql,23,100,Shared,95
sql,23,500,Unique,70
sql,23,500,Shared,430
sql,23,1000,Unique,146
sql,23,1000,Shared,854
sql,23,2000,Unique,280
sql,23,2000,Shared,1720
sql,23,3000,Unique,544
sql,23,3000,Shared,2456
sql,23,5000,Unique,1104
sql,23,5000,Shared,3896
sql,24,50,Unique,2
sql,24,50,Shared,48
sql,24,100,Unique,8
sql,24,100,Shared,92
sql,24,500,Unique,66
sql,24,500,Shared,434
sql,24,1000,Unique,136
sql,24,1000,Shared,864
sql,24,2000,Unique,263
sql,24,2000,Shared,1737
sql,24,3000,Unique,444
sql,24,3000,Shared,2556
sql,24,5000,Unique,1016
sql,24,5000,Shared,3984
sql,25,50,Unique,1
sql,25,50,Shared,49
sql,25,100,Unique,3
sql,25,100,Shared,97
sql,25,500,Unique,65
sql,25,500,Shared,435
sql,25,1000,Unique,120
sql,25,1000,Shared,880
sql,25,2000,Unique,187
sql,25,2000,Shared,1813
sql,25,3000,Unique,304
sql,25,3000,Shared,2696
sql,25,5000,Unique,880
sql,25,5000,Shared,4120
sql,26,50,Unique,2
sql,26,50,Shared,48
sql,26,100,Unique,3
sql,26,100,Shared,97
sql,26,500,Unique,56
sql,26,500,Shared,444
sql,26,1000,Unique,87
sql,26,1000,Shared,913
sql,26,2000,Unique,143
sql,26,2000,Shared,1857
sql,26,3000,Unique,216
sql,26,3000,Shared,2784
sql,26,5000,Unique,783
sql,26,5000,Shared,4217
sql,27,50,Unique,2
sql,27,50,Shared,48
sql,27,100,Unique,10
sql,27,100,Shared,90
sql,27,500,Unique,44
sql,27,500,Shared,456
sql,27,1000,Unique,80
sql,27,1000,Shared,920
